# xi_im, xi_npair, xi_weight, Rg
1.246276931192052437e-07 4.066605000000000000e+07 4.092326966960501671e+07 1.000000000000000000e+00
-4.669574009533761406e-06 6.418568000000000000e+07 6.459058571706718206e+07 1.000000000000000000e+00
1.416755735770897155e-06 1.012967300000000000e+08 1.019330616580433846e+08 1.000000000000000000e+00
3.202084739221857333e-07 1.599311180000000000e+08 1.609312276207410693e+08 1.000000000000000000e+00
-1.373925355320506951e-06 2.525018510000000000e+08 2.540753094268923998e+08 1.000000000000000000e+00
-1.940835679281408488e-07 3.989445170000000000e+08 4.014233390876572728e+08 1.000000000000000000e+00
-8.555026443368742807e-07 6.303302500000000000e+08 6.342353747481536865e+08 1.000000000000000000e+00
-9.210311292992647890e-07 9.961902510000000000e+08 1.002344817165873170e+09 1.000000000000000000e+00
2.551743884193707871e-07 1.574129924000000000e+09 1.583835851606348038e+09 1.000000000000000000e+00
3.405599396560541399e-07 2.487858723000000000e+09 2.503136993558437824e+09 1.000000000000000000e+00
-5.715218551040334642e-07 3.928912395000000000e+09 3.952902736981713295e+09 1.000000000000000000e+00
1.373463069653134910e-07 6.202672816000000000e+09 6.240232956875659943e+09 1.000000000000000000e+00
2.992058982633338611e-08 9.781004458000000000e+09 9.839572327896636963e+09 1.000000000000000000e+00
-4.187159825546692714e-08 1.539222792000000000e+10 1.548287277629821014e+10 1.000000000000000000e+00
-7.922187124156545676e-09 2.416920738700000000e+10 2.430803599439812088e+10 1.000000000000000000e+00
2.299010215271257408e-07 3.784118559700000000e+10 3.805111874080348969e+10 1.000000000000000000e+00
2.280056763927379694e-07 5.906666549000000000e+10 5.937814637763845825e+10 1.000000000000000000e+00
7.483895471381459827e-07 9.184560568200000000e+10 9.229902042416117859e+10 1.000000000000000000e+00
1.006665857759173350e-06 1.421625704450000000e+11 1.428057914433067017e+11 1.000000000000000000e+00
1.154204974973041317e-06 2.191509506480000000e+11 2.200324826353962708e+11 1.000000000000000000e+00
1.098100681129843747e-06 3.367343331730000000e+11 3.379005697110642700e+11 1.000000000000000000e+00
8.529261228640193621e-07 5.146899770210000000e+11 5.161366553774756470e+11 1.000000000000000000e+00
7.913132532574368752e-07 7.809157112780000000e+11 7.825054307016522217e+11 1.000000000000000000e+00
6.034789161517334455e-07 1.170620683022000000e+12 1.171912907375892578e+12 1.000000000000000000e+00
-1.224073870252954939e-07 1.729432901460000000e+12 1.729441028406918701e+12 1.000000000000000000e+00
-1.467487909462095442e-06 2.515080218551000000e+12 2.512240107190299805e+12 1.000000000000000000e+00
