# xi_im, xi_npair, xi_weight, Rg, sum_w_l, sum_w_r,
7.700747473842490062e-07 2.023430835000000000e+09 2.023430835000000000e+09 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
3.718202668500916649e-08 3.191707871000000000e+09 3.191707871000000000e+09 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
-3.232821828465551622e-07 5.037458061000000000e+09 5.037458061000000000e+09 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
-1.158690645104850627e-07 7.951512325000000000e+09 7.951512325000000000e+09 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
6.954692384903033624e-08 1.255247611300000000e+10 1.255247611300000000e+10 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
-1.805853777981739062e-07 1.982454491300000000e+10 1.982454491300000000e+10 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
-2.199661559686675722e-07 3.132046565800000000e+10 3.132046565800000000e+10 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
-3.024449338202238792e-07 4.947696130600000000e+10 4.947696130600000000e+10 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
1.505453741721822726e-07 7.816057450100000000e+10 7.816057450100000000e+10 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
3.135674672932220454e-07 1.234841974200000000e+11 1.234841974200000000e+11 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
2.961638461496409183e-07 1.950365435060000000e+11 1.950365435060000000e+11 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
2.495902999070410225e-07 3.078319759560000000e+11 3.078319759560000000e+11 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
3.028720086226944081e-07 4.852216819700000000e+11 4.852216819700000000e+11 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
2.606700098250660448e-07 7.634742010160000000e+11 7.634742010160000000e+11 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
3.079909328504637348e-07 1.198682291976000000e+12 1.198682291976000000e+12 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
3.440824904135315178e-07 1.876736516155000000e+12 1.876736516155000000e+12 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
4.641462952675112067e-07 2.929298825939000000e+12 2.929298825939000000e+12 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
6.248675806332106690e-07 4.554077905200000000e+12 4.554077905200000000e+12 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
9.417857525062951114e-07 7.046069516369000000e+12 7.046069516369000000e+12 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
9.755452145761580843e-07 1.085489829814300000e+13 1.085489829814300000e+13 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
1.042031661441529381e-06 1.666051679632200000e+13 1.666051679632200000e+13 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
9.209167052330915843e-07 2.544091225300800000e+13 2.544091225300800000e+13 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
8.208210501228761691e-07 3.856070592639700000e+13 3.856070592639700000e+13 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
6.369119617880841889e-07 5.780459358820200000e+13 5.780459358820200000e+13 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
-5.257447634060517405e-08 8.528117763115500000e+13 8.528117763115500000e+13 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
-1.241497083990235513e-06 1.236541146598190000e+14 1.236541146598190000e+14 1.000000000000000000e+00 1.391520875000000000e+06 6.957605000000000000e+07
