# theta, boost
2.805046135754908576e+00 1.002168605498525711e+00
3.531343861556885511e+00 1.001685733467771122e+00
4.445698525097306231e+00 1.001154304747802648e+00
5.596802846420849242e+00 1.000975490900750886e+00
7.045957328161134292e+00 1.000609226731484114e+00
8.870334730839386950e+00 1.000318761408007129e+00
1.116708980377407912e+01 1.000065118694179134e+00
1.405853312975872704e+01 1.000133929299942048e+00
1.769864460960344488e+01 9.999883216762672777e-01
2.228127345334363341e+01 9.999627977622544961e-01
2.805046135754907866e+01 9.998123434476577920e-01
3.531343861556884889e+01 9.997088836940591916e-01
4.445698525097307652e+01 9.996893507304475124e-01
5.596802846420851552e+01 9.996321009225201948e-01
7.045957328161131272e+01 9.997489339139901121e-01
8.870334730839388726e+01 9.997278006133634154e-01
1.116708980377407130e+02 9.995796133449070808e-01
1.405853312975872882e+02 9.996577880383349379e-01
1.769864460960343422e+02 9.996164363767823247e-01
2.228127345334363838e+02 9.996263390504543933e-01
2.805046135754906231e+02 9.996415660498171318e-01
3.531343861556885599e+02 9.995515127519549736e-01
4.445698525097302536e+02 9.994814628241168730e-01
5.596802846420847573e+02 9.990813461019063535e-01
7.045957328161139230e+02 9.990246664261142051e-01
8.870334730839383610e+02 9.993756568487837111e-01
