# theta, gamma_t
2.805046135754908576e+00 1.010276534541163730e-06
3.531343861556885511e+00 7.401453431371851002e-07
4.445698525097306231e+00 1.202977967353713732e-06
5.596802846420849242e+00 -4.950809001859135601e-07
7.045957328161134292e+00 -2.173900133348309699e-07
8.870334730839386950e+00 4.916121378356040003e-07
1.116708980377407912e+01 1.563957533331025857e-07
1.405853312975872704e+01 -9.077298633043618562e-08
1.769864460960344488e+01 -6.815410647984858844e-08
2.228127345334363341e+01 2.290633349749681138e-08
2.805046135754907866e+01 1.573627506840120307e-07
3.531343861556884889e+01 3.063019060682901275e-08
4.445698525097307652e+01 2.390240184749819995e-08
5.596802846420851552e+01 1.281585359178200303e-07
7.045957328161131272e+01 2.445561655177307565e-07
8.870334730839388726e+01 2.151926790995193438e-07
1.116708980377407130e+02 1.724487882430351499e-07
1.405853312975872882e+02 -4.283977892840967940e-08
1.769864460960343422e+02 -1.443846058473549144e-08
2.228127345334363838e+02 -2.936408048520288857e-07
2.805046135754906231e+02 -2.179476362000190123e-07
3.531343861556885599e+02 -2.158426879967813698e-07
4.445698525097302536e+02 -4.188494901670121577e-07
5.596802846420847573e+02 -5.228452578556164087e-07
7.045957328161139230e+02 -5.919767912072168602e-07
8.870334730839383610e+02 -7.819412828768321133e-07
