# theta, gamma_t
2.805046135754908576e+00 -6.654511112613843353e-07
3.531343861556885511e+00 -3.927805701595015486e-07
4.445698525097306231e+00 -4.773287190426919018e-07
5.596802846420849242e+00 6.048448530203248039e-08
7.045957328161134292e+00 3.826398390242540891e-07
8.870334730839386950e+00 1.870913828111107302e-07
1.116708980377407912e+01 1.677127709432598610e-07
1.405853312975872704e+01 -2.849330835093783616e-07
1.769864460960344488e+01 1.910372521904604995e-07
2.228127345334363341e+01 1.109644134521644675e-07
2.805046135754907866e+01 2.640849661627933609e-07
3.531343861556884889e+01 -1.826365751963863785e-07
4.445698525097307652e+01 4.364021794463341581e-08
5.596802846420851552e+01 -1.505405416775166145e-07
7.045957328161131272e+01 -2.779276513260528958e-07
8.870334730839388726e+01 -5.339359569706561056e-07
1.116708980377407130e+02 -1.034673534591052544e-06
1.405853312975872882e+02 -1.530148157699585328e-06
1.769864460960343422e+02 -1.928476714394484696e-06
2.228127345334363838e+02 -2.211908632329708765e-06
2.805046135754906231e+02 -2.097560863885229531e-06
3.531343861556885599e+02 -2.128440994717011350e-06
4.445698525097302536e+02 -2.057865755944854873e-06
5.596802846420847573e+02 -2.110251587969918131e-06
7.045957328161139230e+02 -2.648903100408363456e-06
8.870334730839383610e+02 -4.079639241311751556e-06
