# theta, gamma_t
2.805046135754908576e+00 2.094054682494631264e-03
3.531343861556885511e+00 1.723435898546813502e-03
4.445698525097306231e+00 1.443944156353039196e-03
5.596802846420849242e+00 1.253115117955281568e-03
7.045957328161134292e+00 9.897000878634953838e-04
8.870334730839386950e+00 7.986144271328922146e-04
1.116708980377407912e+01 6.549980822510393730e-04
1.405853312975872704e+01 4.993192044656582932e-04
1.769864460960344488e+01 4.367297846155595480e-04
2.228127345334363341e+01 3.738009334425099520e-04
2.805046135754907866e+01 2.982478955402295575e-04
3.531343861556884889e+01 2.544294263149842091e-04
4.445698525097307652e+01 2.231511486357067346e-04
5.596802846420851552e+01 1.947221386678665064e-04
7.045957328161131272e+01 1.657178769291717875e-04
8.870334730839388726e+01 1.357372381296483564e-04
1.116708980377407130e+02 1.110852309952819957e-04
1.405853312975872882e+02 8.877211296879172048e-05
1.769864460960343422e+02 6.553866809161406270e-05
2.228127345334363838e+02 5.323691004751652817e-05
2.805046135754906231e+02 3.896161085765687882e-05
3.531343861556885599e+02 2.633538452929976028e-05
4.445698525097302536e+02 1.827383995543819349e-05
5.596802846420847573e+02 1.805052435049080037e-05
7.045957328161139230e+02 2.723402769633554103e-07
8.870334730839383610e+02 -1.431476729841567920e-05
