# theta, gamma_t
2.805046135754908576e+00 6.222187863159569111e-04
3.531343861556885511e+00 4.708234522585716723e-04
4.445698525097306231e+00 3.689571069360917614e-04
5.596802846420849242e+00 3.812191188197956064e-04
7.045957328161134292e+00 2.738896667701529587e-04
8.870334730839386950e+00 2.342851125763166877e-04
1.116708980377407912e+01 2.314389091668915272e-04
1.405853312975872704e+01 2.016512297651841849e-04
1.769864460960344488e+01 1.659185707353058646e-04
2.228127345334363341e+01 1.421084197606678229e-04
2.805046135754907866e+01 1.268391535734096143e-04
3.531343861556884889e+01 1.185894497376275501e-04
4.445698525097307652e+01 1.045148640389786666e-04
5.596802846420851552e+01 9.626081721378167469e-05
7.045957328161131272e+01 7.582675692557050971e-05
8.870334730839388726e+01 3.885323776757993933e-05
1.116708980377407130e+02 2.638343928130011497e-05
1.405853312975872882e+02 1.702135055933643736e-05
1.769864460960343422e+02 7.211303237688535808e-06
2.228127345334363838e+02 1.354160282501669253e-06
2.805046135754906231e+02 -7.258591249888111683e-06
3.531343861556885599e+02 3.894517991554983061e-06
4.445698525097302536e+02 1.534274207663301126e-06
5.596802846420847573e+02 1.373632742119274567e-06
7.045957328161139230e+02 -6.129795063761352748e-06
8.870334730839383610e+02 -1.882395844347636437e-05
