# xi_im, xi_npair, xi_weight, Rg
-1.244836822710005338e-05 3.241657000000000000e+07 4.327171916112118363e+08 8.571271926354424586e-01
3.222556138796075988e-05 5.105683600000000000e+07 6.816171323489679098e+08 8.571271926354424586e-01
1.079716763358453103e-05 8.048337700000000000e+07 1.074382739942450762e+09 8.571271926354424586e-01
1.826042502650825921e-05 1.268828050000000000e+08 1.693812296337933779e+09 8.571271926354424586e-01
1.512878937110351461e-05 2.001441230000000000e+08 2.671866973778045177e+09 8.571271926354424586e-01
1.597908741506824017e-05 3.157005970000000000e+08 4.214593533006259441e+09 8.571271926354424586e-01
-2.195974282055711380e-05 4.982946520000000000e+08 6.651819922087077141e+09 8.571271926354424586e-01
-1.874517837967161002e-05 7.866498420000000000e+08 1.050127525286560631e+10 8.571271926354424586e-01
4.356065672243052384e-06 1.241893022000000000e+09 1.657846786707970810e+10 8.571271926354424586e-01
7.871012011437352921e-06 1.961261402000000000e+09 2.618142286936867142e+10 8.571271926354424586e-01
5.566153395963041511e-06 3.097368015000000000e+09 4.134715576498356628e+10 8.571271926354424586e-01
3.500794860422899407e-06 4.889421347000000000e+09 6.526600855702870178e+10 8.571271926354424586e-01
3.057980172810378714e-06 7.710480023000000000e+09 1.029134942687655792e+11 8.571271926354424586e-01
3.553895015701680183e-06 1.214630941600000000e+10 1.621098181443832397e+11 8.571271926354424586e-01
1.412037815898205382e-07 1.911353661800000000e+10 2.550906206725231934e+11 8.571271926354424586e-01
-1.110788337125591016e-06 3.002103713600000000e+10 4.006331165033542480e+11 8.571271926354424586e-01
-1.740184163939939037e-06 4.705394416200000000e+10 6.278850679659974365e+11 8.571271926354424586e-01
-1.075332604461545716e-06 7.354974284500000000e+10 9.813421563317727051e+11 8.571271926354424586e-01
-5.964703397929939873e-06 1.145749091770000000e+11 1.528555092376273682e+12 8.571271926354424586e-01
-6.003059804296900770e-06 1.778381423850000000e+11 2.372292418001975098e+12 8.571271926354424586e-01
-6.618672637831732565e-06 2.750119173280000000e+11 3.668215824705390625e+12 8.571271926354424586e-01
-7.488227154970450490e-06 4.231390930470000000e+11 5.643317845279447266e+12 8.571271926354424586e-01
-5.487515172961018974e-06 6.464378787410000000e+11 8.619660828618252930e+12 8.571271926354424586e-01
-1.009562539653549991e-05 9.782881395540000000e+11 1.304055609890418945e+13 8.571271926354424586e-01
-1.304104311241210933e-05 1.462047732897000000e+12 1.948101940215885938e+13 8.571271926354424586e-01
-1.331279701561457377e-05 2.158615738633000000e+12 2.873964910085555859e+13 8.571271926354424586e-01
