# xi_im, xi_npair, xi_weight, Rg
-1.143475124605540890e-04 3.329473300000000000e+07 3.964807983309881687e+08 8.677572344203470234e-01
3.867747633408383950e-05 5.243672500000000000e+07 6.244962289803503752e+08 8.677572344203470234e-01
6.350490024085327172e-07 8.265317800000000000e+07 9.843287816027550697e+08 8.677572344203470234e-01
-3.663566921703179699e-05 1.302874260000000000e+08 1.551612016645647526e+09 8.677572344203470234e-01
2.367951431863082407e-05 2.054523720000000000e+08 2.446832404967009068e+09 8.677572344203470234e-01
-1.535223514993962177e-05 3.241010010000000000e+08 3.859735040267220974e+09 8.677572344203470234e-01
1.678520792204468985e-05 5.115691880000000000e+08 6.092468415920267105e+09 8.677572344203470234e-01
-6.572102275329461970e-06 8.074510480000000000e+08 9.616324512575084686e+09 8.677572344203470234e-01
-3.894707266551986915e-08 1.274840756000000000e+09 1.518273660288890839e+10 8.677572344203470234e-01
-6.951457742276669421e-06 2.013244813000000000e+09 2.397671906986264420e+10 8.677572344203470234e-01
-5.782441050648148916e-07 3.179264401000000000e+09 3.786348485358962250e+10 8.677572344203470234e-01
1.527002549691583751e-06 5.018858364000000000e+09 5.977188516719177246e+10 8.677572344203470234e-01
1.266933813617704062e-07 7.915130209000000000e+09 9.426485873676414490e+10 8.677572344203470234e-01
3.017361094505924110e-06 1.246723336000000000e+10 1.484711992817120972e+11 8.677572344203470234e-01
-1.001468017611909519e-08 1.961624877200000000e+10 2.335978917831552734e+11 8.677572344203470234e-01
-4.862355431626036150e-07 3.080869782300000000e+10 3.668621100980590210e+11 8.677572344203470234e-01
-2.207886672369026425e-06 4.828777648500000000e+10 5.749689362807768555e+11 8.677572344203470234e-01
-8.518326393518126411e-06 7.547213524600000000e+10 8.985646448030754395e+11 8.677572344203470234e-01
-9.924005309488295721e-06 1.175660578340000000e+11 1.399566361172631592e+12 8.677572344203470234e-01
-2.422792730781326916e-06 1.824882997350000000e+11 2.172308951930679199e+12 8.677572344203470234e-01
3.481157153943234338e-08 2.822286991950000000e+11 3.359447102684138672e+12 8.677572344203470234e-01
-2.136108290272285490e-06 4.344114499100000000e+11 5.170978478277768555e+12 8.677572344203470234e-01
-5.936092471243706747e-06 6.640786319220000000e+11 7.904841021348323242e+12 8.677572344203470234e-01
-6.488035330587417787e-06 1.005071960561000000e+12 1.196173499211188477e+13 8.677572344203470234e-01
-1.491829707891579185e-06 1.502137945918000000e+12 1.787273641079707812e+13 8.677572344203470234e-01
4.170872069771106991e-06 2.217909709094000000e+12 2.637106921930403125e+13 8.677572344203470234e-01
