# theta, gamma_x
2.805046135754908576e+00 2.131114191858759469e-07
3.531343861556885511e+00 -6.627886121415014483e-08
4.445698525097306231e+00 3.134907590620849446e-08
5.596802846420849242e+00 -3.698988665360271580e-08
7.045957328161134292e+00 -6.096375019671422580e-08
8.870334730839386950e+00 -4.622469952072891503e-09
1.116708980377407912e+01 -5.056579504461936810e-08
1.405853312975872704e+01 -1.251315844096078963e-08
1.769864460960344488e+01 1.423455139999994245e-07
2.228127345334363341e+01 7.676899986362387465e-08
2.805046135754907866e+01 2.893010992093460320e-08
3.531343861556884889e+01 4.167943733834300533e-08
4.445698525097307652e+01 5.246263216829215200e-08
5.596802846420851552e+01 5.755052957015454189e-08
7.045957328161131272e+01 4.664580327632115236e-08
8.870334730839388726e+01 3.154128420719123670e-09
1.116708980377407130e+02 1.424878885560179823e-08
1.405853312975872882e+02 -4.098364636899889658e-08
1.769864460960343422e+02 -5.216214125723255330e-08
2.228127345334363838e+02 -1.143251275116204440e-07
2.805046135754906231e+02 -1.649040752872368262e-07
3.531343861556885599e+02 -2.586372656108188809e-07
4.445698525097302536e+02 -4.323139611696192542e-07
5.596802846420847573e+02 -5.177700681146453721e-07
7.045957328161139230e+02 -3.691525407623118078e-07
8.870334730839383610e+02 -3.590136374024362402e-08
