# theta, gamma_x
2.805046135754908576e+00 2.131634924609843729e-08
3.531343861556885511e+00 -1.348712942505602850e-07
4.445698525097306231e+00 -3.356025255377974326e-08
5.596802846420849242e+00 1.933428750032830495e-08
7.045957328161134292e+00 -2.645342218138558835e-08
8.870334730839386950e+00 -3.941202246307055269e-08
1.116708980377407912e+01 -9.173832001018886013e-08
1.405853312975872704e+01 -3.454450809531219508e-08
1.769864460960344488e+01 8.184838621012144165e-08
2.228127345334363341e+01 4.970243944931631133e-08
2.805046135754907866e+01 6.451228399329038743e-08
3.531343861556884889e+01 2.624267925165916215e-08
4.445698525097307652e+01 4.985801548744738083e-08
5.596802846420851552e+01 6.530383237278735247e-08
7.045957328161131272e+01 6.288847222372174865e-08
8.870334730839388726e+01 -7.447068445433626286e-09
1.116708980377407130e+02 1.634253248480929229e-08
1.405853312975872882e+02 -4.786470005248249472e-08
1.769864460960343422e+02 -5.310132810063479216e-08
2.228127345334363838e+02 -1.135101662357441273e-07
2.805046135754906231e+02 -1.660550996506813948e-07
3.531343861556885599e+02 -2.592450649709047232e-07
4.445698525097302536e+02 -4.335707416234205094e-07
5.596802846420847573e+02 -5.204183338790411961e-07
7.045957328161139230e+02 -3.685219084443876896e-07
8.870334730839383610e+02 -3.499079647444869042e-08
