# theta, gamma_t
2.805046135754908576e+00 2.217210630986108500e-06
3.531343861556885511e+00 9.571991277042175059e-07
4.445698525097306231e+00 -1.139060847264669830e-06
5.596802846420849242e+00 1.218066579517794026e-06
7.045957328161134292e+00 1.259583494757067489e-06
8.870334730839386950e+00 2.341971245485980882e-06
1.116708980377407912e+01 -1.241098772983336915e-06
1.405853312975872704e+01 -3.869996769477272715e-07
1.769864460960344488e+01 -3.181583936624866551e-08
2.228127345334363341e+01 9.644152572143143734e-07
2.805046135754907866e+01 8.923768554457401044e-07
3.531343861556884889e+01 -1.428618468545845070e-07
4.445698525097307652e+01 -3.762458518139169585e-07
5.596802846420851552e+01 -5.451370467357392777e-07
7.045957328161131272e+01 -3.849690606272062091e-07
8.870334730839388726e+01 -6.168229869929478382e-07
1.116708980377407130e+02 -1.153488235861408623e-06
1.405853312975872882e+02 -1.760999358167748264e-06
1.769864460960343422e+02 -2.222456504912859353e-06
2.228127345334363838e+02 -2.512860320078221547e-06
2.805046135754906231e+02 -2.261238183190836699e-06
3.531343861556885599e+02 -2.395455307994515737e-06
4.445698525097302536e+02 -2.205303860302633338e-06
5.596802846420847573e+02 -2.601647905001534642e-06
7.045957328161139230e+02 -3.117747862175106700e-06
8.870334730839383610e+02 -4.283762603660648791e-06
