# theta, boost
2.805046135754908576e+00 1.038260593720923053e+00
3.531343861556885511e+00 1.032440618194323534e+00
4.445698525097306231e+00 1.026857176820623829e+00
5.596802846420849242e+00 1.022989019383307108e+00
7.045957328161134292e+00 1.019554106438943286e+00
8.870334730839386950e+00 1.016467971061791875e+00
1.116708980377407912e+01 1.013950696603897361e+00
1.405853312975872704e+01 1.011587193302330823e+00
1.769864460960344488e+01 1.009605115031036116e+00
2.228127345334363341e+01 1.007826149810170158e+00
2.805046135754907866e+01 1.006275948453872582e+00
3.531343861556884889e+01 1.004898205617259066e+00
4.445698525097307652e+01 1.003708294046843807e+00
5.596802846420851552e+01 1.002726992758443014e+00
7.045957328161131272e+01 1.001782889791038800e+00
8.870334730839388726e+01 1.000927243005867551e+00
1.116708980377407130e+02 1.000098925031551955e+00
1.405853312975872882e+02 9.995917556579769769e-01
1.769864460960343422e+02 9.993298800996232023e-01
2.228127345334363838e+02 9.991574157396027056e-01
2.805046135754906231e+02 9.991426944991532721e-01
3.531343861556885599e+02 9.991914097674267081e-01
4.445698525097302536e+02 9.997048435102678932e-01
5.596802846420847573e+02 9.996204187249840833e-01
7.045957328161139230e+02 9.997698089376471087e-01
8.870334730839383610e+02 1.000090467494485269e+00
