# theta, boost
2.805046135754908576e+00 1.001390310288656993e+00
3.531343861556885511e+00 1.001945214108101112e+00
4.445698525097306231e+00 1.001788897280721180e+00
5.596802846420849242e+00 1.001429639022473950e+00
7.045957328161134292e+00 1.001031005659619888e+00
8.870334730839386950e+00 1.000990282272547605e+00
1.116708980377407912e+01 1.000972201366814529e+00
1.405853312975872704e+01 1.000845126752011316e+00
1.769864460960344488e+01 1.000633219073480573e+00
2.228127345334363341e+01 1.000561938313049515e+00
2.805046135754907866e+01 1.000577280721577367e+00
3.531343861556884889e+01 1.000954943867344848e+00
4.445698525097307652e+01 1.001193831119059130e+00
5.596802846420851552e+01 1.001316340051943587e+00
7.045957328161131272e+01 1.001357868309153965e+00
8.870334730839388726e+01 1.001118358281437581e+00
1.116708980377407130e+02 1.001051588043717855e+00
1.405853312975872882e+02 1.001361252989778627e+00
1.769864460960343422e+02 1.001699724079001541e+00
2.228127345334363838e+02 1.001859269168029032e+00
2.805046135754906231e+02 1.001969567348849122e+00
3.531343861556885599e+02 1.001903548347405470e+00
4.445698525097302536e+02 1.001521281012689446e+00
5.596802846420847573e+02 1.000560031264009497e+00
7.045957328161139230e+02 1.000339909054328791e+00
8.870334730839383610e+02 1.000507705901170441e+00
