# theta, boost
2.805046135754908576e+00 1.057151378173840861e+00
3.531343861556885511e+00 1.049249056802539881e+00
4.445698525097306231e+00 1.042636793552495833e+00
5.596802846420849242e+00 1.036359060331061288e+00
7.045957328161134292e+00 1.030605287749527754e+00
8.870334730839386950e+00 1.025753387765178548e+00
1.116708980377407912e+01 1.021295589053064168e+00
1.405853312975872704e+01 1.017197109191059434e+00
1.769864460960344488e+01 1.013504123513709665e+00
2.228127345334363341e+01 1.010392105897908399e+00
2.805046135754907866e+01 1.007582857332384174e+00
3.531343861556884889e+01 1.005497716087540017e+00
4.445698525097307652e+01 1.003759456867576061e+00
5.596802846420851552e+01 1.002330306221058231e+00
7.045957328161131272e+01 1.001443176536222168e+00
8.870334730839388726e+01 1.000788462369876397e+00
1.116708980377407130e+02 1.000273396097691059e+00
1.405853312975872882e+02 1.000245575817901189e+00
1.769864460960343422e+02 1.000286496472674980e+00
2.228127345334363838e+02 1.000038673027817682e+00
2.805046135754906231e+02 1.000145159473784906e+00
3.531343861556885599e+02 1.000002831574409612e+00
4.445698525097302536e+02 9.998941577395837887e-01
5.596802846420847573e+02 9.998006336525184778e-01
7.045957328161139230e+02 9.996478287917436312e-01
8.870334730839383610e+02 1.000005733488158244e+00
