# theta, boost
2.805046135754908576e+00 1.077990533144093988e+00
3.531343861556885511e+00 1.065262262133531923e+00
4.445698525097306231e+00 1.054322857413793280e+00
5.596802846420849242e+00 1.045410556253644874e+00
7.045957328161134292e+00 1.038173127663849060e+00
8.870334730839386950e+00 1.032238928241345999e+00
1.116708980377407912e+01 1.027396695014870298e+00
1.405853312975872704e+01 1.023263447029630901e+00
1.769864460960344488e+01 1.019857891078841838e+00
2.228127345334363341e+01 1.016602954998476749e+00
2.805046135754907866e+01 1.013646934513511066e+00
3.531343861556884889e+01 1.011101845243581376e+00
4.445698525097307652e+01 1.008829354584891647e+00
5.596802846420851552e+01 1.007039125697200221e+00
7.045957328161131272e+01 1.005362510532542775e+00
8.870334730839388726e+01 1.003917065136399112e+00
1.116708980377407130e+02 1.002778855131318592e+00
1.405853312975872882e+02 1.001885984764473880e+00
1.769864460960343422e+02 1.001553520873159187e+00
2.228127345334363838e+02 1.001259372042488938e+00
2.805046135754906231e+02 1.001143220347079366e+00
3.531343861556885599e+02 1.001010252658302679e+00
4.445698525097302536e+02 1.000530128889600689e+00
5.596802846420847573e+02 9.996429763122021139e-01
7.045957328161139230e+02 9.993038443685110517e-01
8.870334730839383610e+02 9.998413364154560279e-01
