# theta, gamma_x
2.805046135754908576e+00 6.566944474826480265e-07
3.531343861556885511e+00 -1.936865845830785870e-07
4.445698525097306231e+00 2.944360021643969563e-07
5.596802846420849242e+00 -1.678156534681386827e-07
7.045957328161134292e+00 -6.991599986592283931e-08
8.870334730839386950e+00 -2.925857059460506079e-07
1.116708980377407912e+01 -8.924421588324449314e-08
1.405853312975872704e+01 -3.297438972522722344e-07
1.769864460960344488e+01 1.167306517990882547e-07
2.228127345334363341e+01 2.558406391011766911e-07
2.805046135754907866e+01 2.336768082258402922e-07
3.531343861556884889e+01 2.667393618518230540e-07
4.445698525097307652e+01 3.142911471632812928e-07
5.596802846420851552e+01 2.368218029555508093e-07
7.045957328161131272e+01 3.010314457285470573e-07
8.870334730839388726e+01 3.391411419209462742e-07
1.116708980377407130e+02 4.551152513685227469e-07
1.405853312975872882e+02 6.200160174861565388e-07
1.769864460960343422e+02 9.536607887565847880e-07
2.228127345334363838e+02 9.716450931531030410e-07
2.805046135754906231e+02 1.048317887709874984e-06
3.531343861556885599e+02 9.117854378358079660e-07
4.445698525097302536e+02 8.201571625458127138e-07
5.596802846420847573e+02 6.415762799096824224e-07
7.045957328161139230e+02 -4.821030239720225350e-08
8.870334730839383610e+02 -1.245889054214634235e-06
