# xi_im, xi_npair, xi_weight, Rg
1.181054805143329480e-06 4.021307800000000000e+07 4.098737457204699516e+07 1.000000000000000000e+00
-3.889798390732344468e-07 6.348188600000000000e+07 6.469690446818435192e+07 1.000000000000000000e+00
1.390239572819703240e-07 1.001596780000000000e+08 1.020625535450825095e+08 1.000000000000000000e+00
9.975957225530376106e-08 1.580582900000000000e+08 1.610396743310766816e+08 1.000000000000000000e+00
-2.134512048574435866e-07 2.495887640000000000e+08 2.542699876907647848e+08 1.000000000000000000e+00
-2.152706590535392350e-07 3.942369370000000000e+08 4.015925179760875106e+08 1.000000000000000000e+00
3.536244103111846274e-07 6.226766310000000000e+08 6.342533956729880571e+08 1.000000000000000000e+00
4.361129716430685084e-07 9.836971490000000000e+08 1.001933414068460941e+09 1.000000000000000000e+00
5.042774387230830000e-07 1.554286770000000000e+09 1.582983985624333382e+09 1.000000000000000000e+00
2.712166341387973417e-07 2.455722473000000000e+09 2.500858024142941475e+09 1.000000000000000000e+00
1.402357278058642822e-08 3.878828910000000000e+09 3.949682617273167133e+09 1.000000000000000000e+00
-7.167630554282209559e-09 6.123849380000000000e+09 6.234957710508200645e+09 1.000000000000000000e+00
2.046002594955300556e-07 9.655512767000000000e+09 9.829096701343647003e+09 1.000000000000000000e+00
1.154813354155465002e-07 1.519696139400000000e+10 1.546701196063085175e+10 1.000000000000000000e+00
-6.510953200029086489e-08 2.386892332200000000e+10 2.428742965219871140e+10 1.000000000000000000e+00
-1.157334223980827513e-07 3.738616764700000000e+10 3.803005419118254852e+10 1.000000000000000000e+00
-8.863363751668593367e-08 5.837685028500000000e+10 5.936129187327394104e+10 1.000000000000000000e+00
-7.574402138323704264e-08 9.079227948000000000e+10 9.227985363630853271e+10 1.000000000000000000e+00
-6.625809797790311559e-08 1.405654403050000000e+11 1.427854437188654785e+11 1.000000000000000000e+00
-1.617319850195503216e-07 2.167220567640000000e+11 2.200074797209787598e+11 1.000000000000000000e+00
-1.611032065496432690e-07 3.329011683730000000e+11 3.377182763951480713e+11 1.000000000000000000e+00
-2.368666495780044008e-07 5.088112667740000000e+11 5.157666836657439575e+11 1.000000000000000000e+00
-4.877525136216456529e-07 7.720664327730000000e+11 7.818247803215706787e+11 1.000000000000000000e+00
-5.389106276516218616e-07 1.158495182620000000e+12 1.171527892731838135e+12 1.000000000000000000e+00
-4.076741691647360820e-07 1.711774231627000000e+12 1.727788659864451172e+12 1.000000000000000000e+00
-3.401505551733289477e-08 2.488867314785000000e+12 2.505324108928745117e+12 1.000000000000000000e+00
