# xi_im, xi_npair, xi_weight, Rg
7.504025400796916639e-07 3.853898100000000000e+07 3.873371614429920912e+07 1.000000000000000000e+00
-7.821860873837889723e-07 6.082995600000000000e+07 6.113463974336820841e+07 1.000000000000000000e+00
-3.947000061152498200e-07 9.605744800000000000e+07 9.653424283746701479e+07 1.000000000000000000e+00
8.345777759689307044e-08 1.516466720000000000e+08 1.523914709790128469e+08 1.000000000000000000e+00
-2.031497010908286564e-07 2.394798210000000000e+08 2.406474167921168804e+08 1.000000000000000000e+00
-1.083382986446911454e-07 3.782924650000000000e+08 3.801265788049340844e+08 1.000000000000000000e+00
-2.668245832276054869e-07 5.977401450000000000e+08 6.006251325657857656e+08 1.000000000000000000e+00
-9.969150997701131363e-08 9.446949170000000000e+08 9.492361431144562960e+08 1.000000000000000000e+00
-5.362992671385966851e-08 1.492366617000000000e+09 1.499505421585628510e+09 1.000000000000000000e+00
-1.500053167272279524e-07 2.358495838000000000e+09 2.369699927022299767e+09 1.000000000000000000e+00
1.467535999541510032e-07 3.726192634000000000e+09 3.743763308443370819e+09 1.000000000000000000e+00
1.444316191841278899e-07 5.881725230000000000e+09 5.909164866581011772e+09 1.000000000000000000e+00
7.906874699183677646e-09 9.272248324000000000e+09 9.314706313468053818e+09 1.000000000000000000e+00
6.765386716288364047e-08 1.458944685000000000e+10 1.465442596563531113e+10 1.000000000000000000e+00
1.106320427776569795e-07 2.290583153100000000e+10 2.300471025392238235e+10 1.000000000000000000e+00
1.810645133338401366e-07 3.585781658300000000e+10 3.600732072883247375e+10 1.000000000000000000e+00
1.179164103063627778e-07 5.595518310600000000e+10 5.617816061251443481e+10 1.000000000000000000e+00
-6.440893680680422653e-08 8.699535858700000000e+10 8.732073910525856018e+10 1.000000000000000000e+00
-4.644433797053564532e-08 1.346550682130000000e+11 1.351175812845270081e+11 1.000000000000000000e+00
-1.157987547518198509e-07 2.076002511150000000e+11 2.082448191852118530e+11 1.000000000000000000e+00
-1.941500031957889252e-07 3.188376358270000000e+11 3.197026070721765137e+11 1.000000000000000000e+00
-2.651293090389979533e-07 4.872866162420000000e+11 4.884104290397479248e+11 1.000000000000000000e+00
-4.545272947471459107e-07 7.392326309200000000e+11 7.405648154890494385e+11 1.000000000000000000e+00
-5.696080710203483456e-07 1.108556084849000000e+12 1.109881175916098633e+12 1.000000000000000000e+00
-3.517597562775030114e-07 1.637320286300000000e+12 1.637979044891491455e+12 1.000000000000000000e+00
-5.052123832352602189e-09 2.377654879375000000e+12 2.376211927696681152e+12 1.000000000000000000e+00
