# theta, gamma_t
2.805046135754908576e+00 -1.753419431248173590e-05
3.531343861556885511e+00 -3.128294974624776199e-05
4.445698525097306231e+00 -8.415580810456765060e-06
5.596802846420849242e+00 -1.068015374315467442e-05
7.045957328161134292e+00 -7.488627943032328712e-06
8.870334730839386950e+00 -1.033553378659006171e-05
1.116708980377407912e+01 -2.221474963069442464e-06
1.405853312975872704e+01 -6.216446151232950700e-06
1.769864460960344488e+01 -6.973931390356623733e-06
2.228127345334363341e+01 -5.409651311415252127e-06
2.805046135754907866e+01 -4.427150947862877316e-06
3.531343861556884889e+01 -3.307048738908972057e-06
4.445698525097307652e+01 -4.337393179282809161e-06
5.596802846420851552e+01 1.231425427594811514e-06
7.045957328161131272e+01 -8.642147291963658311e-08
8.870334730839388726e+01 -3.043078728993984323e-06
1.116708980377407130e+02 -1.330375401050054166e-06
1.405853312975872882e+02 -3.159292586314348723e-06
1.769864460960343422e+02 -1.099767575269567567e-05
2.228127345334363838e+02 -1.354250895408380842e-05
2.805046135754906231e+02 -1.099735673182335478e-05
3.531343861556885599e+02 -9.209805389497446637e-06
4.445698525097302536e+02 -9.184482673962630968e-06
5.596802846420847573e+02 -2.069720001101111948e-07
7.045957328161139230e+02 -6.084185989883251245e-06
8.870334730839383610e+02 -1.770178552865448848e-05
