# theta, gammat_shot_noise
2.805046135754908576e+00 2.653127352546888177e-09
3.531343861556885511e+00 1.525939606953973492e-09
4.445698525097306231e+00 9.788466895133559200e-10
5.596802846420849242e+00 6.721724974561331398e-10
7.045957328161134292e+00 4.188124725038284261e-10
8.870334730839386950e+00 3.042396170777771107e-10
1.116708980377407912e+01 2.137265330376810013e-10
1.405853312975872704e+01 1.351589391303021849e-10
1.769864460960344488e+01 1.028725864155336598e-10
2.228127345334363341e+01 7.814680076938556514e-11
2.805046135754907866e+01 7.675551687269942926e-11
3.531343861556884889e+01 5.422229671253800852e-11
4.445698525097307652e+01 6.493393476088194272e-11
5.596802846420851552e+01 6.822136232941719148e-11
7.045957328161131272e+01 8.332583669414255517e-11
8.870334730839388726e+01 1.255361669162590565e-10
1.116708980377407130e+02 1.916366342021722788e-10
1.405853312975872882e+02 2.921268709778546304e-10
1.769864460960343422e+02 4.107494576424902005e-10
2.228127345334363838e+02 5.793252385259968186e-10
2.805046135754906231e+02 6.463384742155778973e-10
3.531343861556885599e+02 6.328233556176231382e-10
4.445698525097302536e+02 5.212674689290356125e-10
5.596802846420847573e+02 4.472557887611984703e-10
7.045957328161139230e+02 4.325454833253042129e-10
8.870334730839383610e+02 3.909301059181357029e-10
