# xi_im, xi_npair, xi_weight, Rg, sum_w_l, sum_w_r,
-2.863275083590252479e-06 1.674611625000000000e+09 1.362590413463221931e+10 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
3.767716387468576709e-06 2.637958811000000000e+09 2.146491148850803757e+10 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
4.935219246351904419e-06 4.159097240000000000e+09 3.384275219324715042e+10 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
1.203945839180297965e-05 6.557922360000000000e+09 5.336253210912654114e+10 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
4.699745786969205532e-06 1.034230714500000000e+10 8.415708738158067322e+10 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-8.402949095331736258e-09 1.631969928200000000e+10 1.327972717374098816e+11 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
2.224364265072121157e-06 2.576286528300000000e+10 2.096422278620743103e+11 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
5.560665495085562033e-07 4.067401606800000000e+10 3.309838980253339844e+11 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-2.005343255463529024e-06 6.423675476400000000e+10 5.227326151943782349e+11 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-7.736682487712430597e-06 1.014852236290000000e+11 8.258607666051429443e+11 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-2.583267255803856943e-06 1.603209328420000000e+11 1.304681967513862305e+12 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
1.992493742114760197e-06 2.531837236670000000e+11 2.060439526279797119e+12 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
2.681118475261905806e-06 3.994928256550000000e+11 3.251186165202134766e+12 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
1.582520338471139810e-06 6.296327702360000000e+11 5.124234621424445312e+12 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
1.958547999801063747e-06 9.910063313420000000e+11 8.065455631537576172e+12 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
3.120863605146640524e-06 1.557019342940000000e+12 1.267221965438044531e+13 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
6.803142395881321982e-07 2.441466259457000000e+12 1.987087798481942578e+13 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
1.627840156703958369e-06 3.817622282347000000e+12 3.107176389835642969e+13 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-2.742328633403681487e-06 5.948766947095000000e+12 4.841730714046296094e+13 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-7.508512375114720321e-06 9.238161610467000000e+12 7.519243290528689062e+13 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-9.881423963498284661e-06 1.429982033686000000e+13 1.163949366895916250e+14 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-7.648026804941733469e-06 2.203284169219200000e+13 1.793454500805934375e+14 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-7.056507534701368397e-06 3.371946199506500000e+13 2.744833780423886250e+14 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-9.098004332500675257e-06 5.112041934023500000e+13 4.161277308893018750e+14 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-8.362492132683197954e-06 7.649955402030100000e+13 6.227276310019453750e+14 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
-2.118147803682820333e-06 1.130080508379950000e+14 9.199270771417070000e+14 1.000000000000000000e+00 1.335294125000000000e+06 6.676470000000000000e+07
