# theta, gammat_err
2.805046135754908576e+00 2.702297920277409666e-06
3.531343861556885511e+00 2.070928482825069941e-06
4.445698525097306231e+00 1.785378788951175027e-06
5.596802846420849242e+00 1.629839258662973690e-06
7.045957328161134292e+00 1.229371161849662276e-06
8.870334730839386950e+00 9.806335062121546214e-07
1.116708980377407912e+01 8.661520016411726169e-07
1.405853312975872704e+01 6.845617876404185900e-07
1.769864460960344488e+01 6.222724666682941969e-07
2.228127345334363341e+01 4.822099973203067436e-07
2.805046135754907866e+01 4.703413772744282265e-07
3.531343861556884889e+01 3.719925492636374362e-07
4.445698525097307652e+01 3.673150252310843410e-07
5.596802846420851552e+01 3.175194125942514075e-07
7.045957328161131272e+01 3.083727700598845849e-07
8.870334730839388726e+01 2.958899681866267438e-07
1.116708980377407130e+02 2.934961612808400981e-07
1.405853312975872882e+02 2.766533275776509308e-07
1.769864460960343422e+02 2.579891173744832938e-07
2.228127345334363838e+02 2.899028832618859091e-07
2.805046135754906231e+02 2.767058118374446855e-07
3.531343861556885599e+02 3.125624702252986946e-07
4.445698525097302536e+02 2.904618710421538974e-07
5.596802846420847573e+02 2.661882624457514311e-07
7.045957328161139230e+02 2.686879789432538021e-07
8.870334730839383610e+02 2.942000345577246006e-07
