# theta, gammat_err
2.805046135754908576e+00 3.249073250002781338e-06
3.531343861556885511e+00 2.452221857590083793e-06
4.445698525097306231e+00 2.107858467721453934e-06
5.596802846420849242e+00 1.807458064762687714e-06
7.045957328161134292e+00 1.389989004211832307e-06
8.870334730839386950e+00 1.235994012009247046e-06
1.116708980377407912e+01 9.394928693316018930e-07
1.405853312975872704e+01 7.660671207452437392e-07
1.769864460960344488e+01 6.883539248148459995e-07
2.228127345334363341e+01 5.022012439970751918e-07
2.805046135754907866e+01 4.635539142475249462e-07
3.531343861556884889e+01 4.058696604081745413e-07
4.445698525097307652e+01 3.589401080362341419e-07
5.596802846420851552e+01 3.587063008797910853e-07
7.045957328161131272e+01 3.078247354397811839e-07
8.870334730839388726e+01 2.947199666214534791e-07
1.116708980377407130e+02 2.986504363716080025e-07
1.405853312975872882e+02 2.775020763955846126e-07
1.769864460960343422e+02 2.985871208456042251e-07
2.228127345334363838e+02 3.152321076208217519e-07
2.805046135754906231e+02 2.922203300485178204e-07
3.531343861556885599e+02 2.524853480664241839e-07
4.445698525097302536e+02 2.446738646054286781e-07
5.596802846420847573e+02 2.238098036869507252e-07
7.045957328161139230e+02 2.532235863633131026e-07
8.870334730839383610e+02 2.241802758544899388e-07
