# xi_im, xi_npair, xi_weight, Rg, sum_w_l, sum_w_r,
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.571271926354424586e-01 9.262690000000000000e+07 0.000000000000000000e+00
