# xi_im, xi_npair, xi_weight, Rg
3.029645331769028179e-07 2.323295624000000000e+09 1.890403494969775009e+10 6.915813945088769010e-01
4.059316692072950951e-06 3.659758034000000000e+09 2.977949856906045532e+10 6.915813945088769010e-01
1.487757602966778960e-06 5.770320483000000000e+09 4.695394011131342316e+10 6.915813945088769010e-01
3.213747300852892603e-06 9.098368441000000000e+09 7.403495369767552185e+10 6.915813945088769010e-01
5.884364222801383973e-07 1.434882086700000000e+10 1.167591626448697815e+11 6.915813945088769010e-01
-1.716215150401010418e-07 2.264168588200000000e+10 1.842406346752966614e+11 6.915813945088769010e-01
1.593402533695292968e-06 3.574257402500000000e+10 2.908512428705567627e+11 6.915813945088769010e-01
1.186430140782400332e-07 5.643078510600000000e+10 4.592040367363959351e+11 6.915813945088769010e-01
-2.780017470849376385e-06 8.912053812500000000e+10 7.252273249737963867e+11 6.915813945088769010e-01
-5.192607371477465491e-06 1.407985405670000000e+11 1.145786685870057373e+12 6.915813945088769010e-01
-6.193277204041250461e-07 2.224233710070000000e+11 1.810064786988431641e+12 6.915813945088769010e-01
9.768375795292369421e-07 3.512579391690000000e+11 2.858581890100026367e+12 6.915813945088769010e-01
2.574954602635892386e-06 5.542552841570000000e+11 4.510690220118331055e+12 6.915813945088769010e-01
1.753582834364063886e-06 8.735499072680000000e+11 7.109348568337322266e+12 6.915813945088769010e-01
2.820071756295087581e-06 1.374926678296000000e+12 1.119006853362188867e+13 6.915813945088769010e-01
4.268512834846234673e-06 2.160177314117000000e+12 1.758120845533573828e+13 6.915813945088769010e-01
1.291731829190739754e-06 3.387197496196000000e+12 2.756811739172899609e+13 6.915813945088769010e-01
2.847871971995494476e-06 5.296371811947000000e+12 4.310737798433267188e+13 6.915813945088769010e-01
-1.268018541260966189e-06 8.253027400180000000e+12 6.717184779661246094e+13 6.915813945088769010e-01
-5.755372418148609061e-06 1.281658609874900000e+13 1.043185695990490156e+14 6.915813945088769010e-01
-7.750660770666302336e-06 1.983913261002900000e+13 1.614829825548484375e+14 6.915813945088769010e-01
-5.205148782789649504e-06 3.056714510949100000e+13 2.488139518338198125e+14 6.915813945088769010e-01
-4.155035054717869237e-06 4.678052687015000000e+13 3.808031900783091250e+14 6.915813945088769010e-01
-5.601706300276104435e-06 7.092364884426200000e+13 5.773288226826023750e+14 6.915813945088769010e-01
-4.297288737343815371e-06 1.061369959144030000e+14 8.639848697895057500e+14 6.915813945088769010e-01
2.326261392329462564e-06 1.567937598338630000e+14 1.276359072460948750e+15 6.915813945088769010e-01
