# theta, gammat_err
2.805046135754908576e+00 9.329041632505936373e-06
3.531343861556885511e+00 7.933508859886793935e-06
4.445698525097306231e+00 6.857103621587841995e-06
5.596802846420849242e+00 5.972684597936703598e-06
7.045957328161134292e+00 5.784285265996736761e-06
8.870334730839386950e+00 5.578387154326255510e-06
1.116708980377407912e+01 5.372798507502450017e-06
1.405853312975872704e+01 5.480002005691465622e-06
1.769864460960344488e+01 6.294743415284065731e-06
2.228127345334363341e+01 6.657006765239738107e-06
2.805046135754907866e+01 7.446206795477397237e-06
3.531343861556884889e+01 8.527498944499939672e-06
4.445698525097307652e+01 1.089548957218483443e-05
5.596802846420851552e+01 1.336882339232537750e-05
7.045957328161131272e+01 1.646954665968760736e-05
8.870334730839388726e+01 1.987486790287728547e-05
1.116708980377407130e+02 2.478080908178767477e-05
1.405853312975872882e+02 3.106366532491850092e-05
1.769864460960343422e+02 3.714194822114576971e-05
2.228127345334363838e+02 4.557479904476446480e-05
2.805046135754906231e+02 5.219194029097291415e-05
3.531343861556885599e+02 5.283429489385713210e-05
4.445698525097302536e+02 4.892594208017439267e-05
5.596802846420847573e+02 4.246900472719619674e-05
7.045957328161139230e+02 4.006750048023932463e-05
8.870334730839383610e+02 3.827987767659762913e-05
