# theta, gammat_err
2.805046135754908576e+00 8.497609951395044265e-06
3.531343861556885511e+00 6.966394355922752480e-06
4.445698525097306231e+00 6.007644404103122465e-06
5.596802846420849242e+00 5.808590891174356496e-06
7.045957328161134292e+00 4.738773646440419611e-06
8.870334730839386950e+00 4.909136172170435379e-06
1.116708980377407912e+01 4.445482135278492716e-06
1.405853312975872704e+01 4.457800377588517544e-06
1.769864460960344488e+01 4.555798093802461474e-06
2.228127345334363341e+01 4.991945940770001871e-06
2.805046135754907866e+01 5.318700337521972465e-06
3.531343861556884889e+01 5.662096402830939999e-06
4.445698525097307652e+01 6.752463943306676225e-06
5.596802846420851552e+01 7.522788064517547405e-06
7.045957328161131272e+01 8.932067063468649833e-06
8.870334730839388726e+01 1.152066459796386577e-05
1.116708980377407130e+02 1.506940464677961103e-05
1.405853312975872882e+02 1.916161832994113444e-05
1.769864460960343422e+02 2.318674622016524069e-05
2.228127345334363838e+02 2.713857686023594357e-05
2.805046135754906231e+02 2.933156005806764177e-05
3.531343861556885599e+02 2.922977924457781089e-05
4.445698525097302536e+02 2.665988934619001110e-05
5.596802846420847573e+02 2.421601420497120730e-05
7.045957328161139230e+02 2.378344865682236598e-05
8.870334730839383610e+02 2.278609082924120779e-05
