# theta, gammat_shot_noise
2.805046135754908576e+00 5.437384832531037977e-11
3.531343861556885511e+00 3.654370674048954234e-11
4.445698525097306231e+00 2.717721332277003716e-11
5.596802846420849242e+00 2.540610361705632107e-11
7.045957328161134292e+00 1.690940846841359524e-11
8.870334730839386950e+00 1.814707541167611158e-11
1.116708980377407912e+01 1.488107223109020995e-11
1.405853312975872704e+01 1.496365613008628094e-11
1.769864460960344488e+01 1.562879242749374788e-11
2.228127345334363341e+01 1.876446701604899884e-11
2.805046135754907866e+01 2.130136973644890183e-11
3.531343861556884889e+01 2.414076369101517543e-11
4.445698525097307652e+01 3.433373365181506150e-11
5.596802846420851552e+01 4.261418037098389827e-11
7.045957328161131272e+01 6.007592084574695075e-11
8.870334730839388726e+01 9.994280918358324271e-11
1.116708980377407130e+02 1.709970726639230451e-10
1.405853312975872882e+02 2.764781768218283841e-10
1.769864460960343422e+02 4.048331832526058323e-10
2.228127345334363838e+02 5.545882006424931950e-10
2.805046135754906231e+02 6.478385851019242770e-10
3.531343861556885599e+02 6.433503726709818631e-10
4.445698525097302536e+02 5.351963847268849155e-10
5.596802846420847573e+02 4.415722891836402770e-10
7.045957328161139230e+02 4.259377606140070996e-10
8.870334730839383610e+02 3.909634284880843323e-10
