# theta, gammat_shot_noise
2.805046135754908576e+00 9.978770679080510119e-13
3.531343861556885511e+00 2.875960620867888067e-13
4.445698525097306231e+00 2.939279991571818644e-13
5.596802846420849242e+00 2.885324457003052644e-13
7.045957328161134292e+00 2.178430790603737500e-13
8.870334730839386950e+00 7.578953003061038501e-14
1.116708980377407912e+01 7.995649322256869946e-14
1.405853312975872704e+01 7.887733998307230707e-14
1.769864460960344488e+01 4.307244188197596591e-14
2.228127345334363341e+01 4.232085300049601763e-14
2.805046135754907866e+01 3.110838748029358827e-14
3.531343861556884889e+01 2.503677713999076349e-14
4.445698525097307652e+01 3.097567509928598323e-14
5.596802846420851552e+01 4.910611762086598639e-14
7.045957328161131272e+01 3.470837867417224234e-14
8.870334730839388726e+01 5.294707146735024428e-14
1.116708980377407130e+02 8.186561956535711863e-14
1.405853312975872882e+02 1.229045448323727069e-13
1.769864460960343422e+02 1.652226291829902611e-13
2.228127345334363838e+02 2.601110771575826435e-13
2.805046135754906231e+02 3.133904598639390719e-13
3.531343861556885599e+02 3.295138642846779010e-13
4.445698525097302536e+02 2.825422512472371670e-13
5.596802846420847573e+02 2.986864260469141637e-13
7.045957328161139230e+02 3.075190333118701913e-13
8.870334730839383610e+02 3.896601344672856233e-13
