# theta, gammat_shot_noise
2.805046135754908576e+00 5.707495226032373038e-13
3.531343861556885511e+00 6.588026980173401839e-13
4.445698525097306231e+00 2.696545868055333978e-13
5.596802846420849242e+00 1.002820906791849225e-13
7.045957328161134292e+00 1.187365995872282796e-13
8.870334730839386950e+00 1.573555613688327954e-13
1.116708980377407912e+01 3.012218763338062960e-14
1.405853312975872704e+01 3.653912501183981877e-14
1.769864460960344488e+01 6.160676565714945486e-14
2.228127345334363341e+01 3.929645158854951544e-14
2.805046135754907866e+01 4.749842037358392600e-14
3.531343861556884889e+01 6.214743589700099373e-14
4.445698525097307652e+01 4.285747032597670146e-14
5.596802846420851552e+01 4.857977671734277776e-14
7.045957328161131272e+01 6.428121920606106431e-14
8.870334730839388726e+01 5.956611098045103449e-14
1.116708980377407130e+02 7.517120013271839573e-14
1.405853312975872882e+02 1.094724777066912743e-13
1.769864460960343422e+02 1.676808518555576714e-13
2.228127345334363838e+02 2.523770308728115313e-13
2.805046135754906231e+02 3.121135502829372693e-13
3.531343861556885599e+02 3.255474705099905476e-13
4.445698525097302536e+02 2.939030921115300014e-13
5.596802846420847573e+02 3.009033554075076392e-13
7.045957328161139230e+02 3.016501160021087314e-13
8.870334730839383610e+02 3.765450208058283152e-13
