# theta, gamma_t
2.805046135754908576e+00 -2.286999155224916602e-05
3.531343861556885511e+00 -7.315624522668045260e-06
4.445698525097306231e+00 -1.219051525171348460e-05
5.596802846420849242e+00 -1.466080711859308069e-05
7.045957328161134292e+00 -5.361517443136641765e-06
8.870334730839386950e+00 -3.329110861819393346e-06
1.116708980377407912e+01 -8.020711039735665105e-06
1.405853312975872704e+01 -6.841444851990168397e-06
1.769864460960344488e+01 -8.178395683562988947e-06
2.228127345334363341e+01 -5.242152907143118846e-06
2.805046135754907866e+01 -7.366728189571579313e-06
3.531343861556884889e+01 -3.408230457332111967e-06
4.445698525097307652e+01 -2.501243052232267634e-06
5.596802846420851552e+01 -4.167216344424519878e-06
7.045957328161131272e+01 -7.350668816218463505e-06
8.870334730839388726e+01 -4.243969280667711725e-06
1.116708980377407130e+02 -3.111565622777602513e-06
1.405853312975872882e+02 -2.781406565238235801e-06
1.769864460960343422e+02 -5.553216794501409811e-06
2.228127345334363838e+02 -3.233597385423311479e-06
2.805046135754906231e+02 -1.465131333367673718e-06
3.531343861556885599e+02 2.981002143283434764e-06
4.445698525097302536e+02 3.861717582471492687e-06
5.596802846420847573e+02 6.126668091878587160e-06
7.045957328161139230e+02 5.090416772841363611e-06
8.870334730839383610e+02 5.978821800148461717e-06
