# theta, gammat_shot_noise
2.805046135754908576e+00 1.027289674717720307e-11
3.531343861556885511e+00 5.971099967060987717e-12
4.445698525097306231e+00 4.496102936698256278e-12
5.596802846420849242e+00 3.242372649606082659e-12
7.045957328161134292e+00 1.886204983384201941e-12
8.870334730839386950e+00 1.437855769352102744e-12
1.116708980377407912e+01 9.717906285900090943e-13
1.405853312975872704e+01 6.234540116316115435e-13
1.769864460960344488e+01 5.288984485050901689e-13
2.228127345334363341e+01 2.805024790928830382e-13
2.805046135754907866e+01 2.808176601426702796e-13
3.531343861556884889e+01 2.474552418940630472e-13
4.445698525097307652e+01 2.426432839863573800e-13
5.596802846420851552e+01 2.842184416589628240e-13
7.045957328161131272e+01 3.791950109232046162e-13
8.870334730839388726e+01 4.929582652960626833e-13
1.116708980377407130e+02 7.449698316515580280e-13
1.405853312975872882e+02 1.185425114223721344e-12
1.769864460960343422e+02 1.843354022664329643e-12
2.228127345334363838e+02 2.785235314111442824e-12
2.805046135754906231e+02 3.302838260054978405e-12
3.531343861556885599e+02 3.599613379447999940e-12
4.445698525097302536e+02 3.779260890532423831e-12
5.596802846420847573e+02 4.106284525871666546e-12
7.045957328161139230e+02 5.850681641230911722e-12
8.870334730839383610e+02 8.952176548979490109e-12
